provincia_id,provincia_nombre,sexo,edad_quinquenal,pais_nacimiento,nacionalidad,cantidad
2,Ciudad Autonoma de Buenos Aires,M,20 a 24,OTRO PAIS,EXTRANJERA,17768
2,Ciudad Autonoma de Buenos Aires,M,25 a 29,ARGENTINA,ARGENTINA,87134
2,Ciudad Autonoma de Buenos Aires,M,25 a 29,OTRO PAIS,ARGENTINA,1270
2,Ciudad Autonoma de Buenos Aires,M,25 a 29,OTRO PAIS,EXTRANJERA,23250
2,Ciudad Autonoma de Buenos Aires,M,30 a 34,ARGENTINA,ARGENTINA,90220
2,Ciudad Autonoma de Buenos Aires,M,30 a 34,OTRO PAIS,ARGENTINA,2472
2,Ciudad Autonoma de Buenos Aires,M,30 a 34,OTRO PAIS,EXTRANJERA,31964
2,Ciudad Autonoma de Buenos Aires,M,35 a 39,ARGENTINA,ARGENTINA,96897
2,Ciudad Autonoma de Buenos Aires,M,35 a 39,OTRO PAIS,ARGENTINA,3158
2,Ciudad Autonoma de Buenos Aires,M,35 a 39,OTRO PAIS,EXTRANJERA,34197
2,Ciudad Autonoma de Buenos Aires,M,40 a 44,ARGENTINA,ARGENTINA,99047
2,Ciudad Autonoma de Buenos Aires,M,40 a 44,OTRO PAIS,ARGENTINA,2600
2,Ciudad Autonoma de Buenos Aires,M,40 a 44,OTRO PAIS,EXTRANJERA,28274
2,Ciudad Autonoma de Buenos Aires,M,45 a 49,ARGENTINA,ARGENTINA,102779
2,Ciudad Autonoma de Buenos Aires,M,45 a 49,OTRO PAIS,ARGENTINA,1967
2,Ciudad Autonoma de Buenos Aires,M,45 a 49,OTRO PAIS,EXTRANJERA,21019
2,Ciudad Autonoma de Buenos Aires,M,5 a 9,ARGENTINA,ARGENTINA,73728
2,Ciudad Autonoma de Buenos Aires,M,5 a 9,OTRO PAIS,ARGENTINA,652
2,Ciudad Autonoma de Buenos Aires,M,5 a 9,OTRO PAIS,EXTRANJERA,3142
2,Ciudad Autonoma de Buenos Aires,M,50 a 54,ARGENTINA,ARGENTINA,95409
2,Ciudad Autonoma de Buenos Aires,M,50 a 54,OTRO PAIS,ARGENTINA,1351
2,Ciudad Autonoma de Buenos Aires,M,50 a 54,OTRO PAIS,EXTRANJERA,16441
2,Ciudad Autonoma de Buenos Aires,M,55 a 59,ARGENTINA,ARGENTINA,80983
2,Ciudad Autonoma de Buenos Aires,M,55 a 59,OTRO PAIS,ARGENTINA,1319
2,Ciudad Autonoma de Buenos Aires,M,55 a 59,OTRO PAIS,EXTRANJERA,14307
2,Ciudad Autonoma de Buenos Aires,M,60 a 64,ARGENTINA,ARGENTINA,73855
2,Ciudad Autonoma de Buenos Aires,M,60 a 64,OTRO PAIS,ARGENTINA,1221
2,Ciudad Autonoma de Buenos Aires,M,60 a 64,OTRO PAIS,EXTRANJERA,11547
2,Ciudad Autonoma de Buenos Aires,M,65 a 69,ARGENTINA,ARGENTINA,68542
2,Ciudad Autonoma de Buenos Aires,M,65 a 69,OTRO PAIS,ARGENTINA,1047
2,Ciudad Autonoma de Buenos Aires,M,65 a 69,OTRO PAIS,EXTRANJERA,8227
2,Ciudad Autonoma de Buenos Aires,M,70 a 74,ARGENTINA,ARGENTINA,55676
2,Ciudad Autonoma de Buenos Aires,M,70 a 74,OTRO PAIS,ARGENTINA,953
2,Ciudad Autonoma de Buenos Aires,M,70 a 74,OTRO PAIS,EXTRANJERA,6434
2,Ciudad Autonoma de Buenos Aires,M,75 a 79,ARGENTINA,ARGENTINA,41654
2,Ciudad Autonoma de Buenos Aires,M,75 a 79,OTRO PAIS,ARGENTINA,1106
2,Ciudad Autonoma de Buenos Aires,M,75 a 79,OTRO PAIS,EXTRANJERA,5694
2,Ciudad Autonoma de Buenos Aires,M,80 a 84,ARGENTINA,ARGENTINA,27725
2,Ciudad Autonoma de Buenos Aires,M,80 a 84,OTRO PAIS,ARGENTINA,843
2,Ciudad Autonoma de Buenos Aires,M,80 a 84,OTRO PAIS,EXTRANJERA,3655
2,Ciudad Autonoma de Buenos Aires,M,85 a 89,ARGENTINA,ARGENTINA,14033
2,Ciudad Autonoma de Buenos Aires,M,85 a 89,OTRO PAIS,ARGENTINA,422
2,Ciudad Autonoma de Buenos Aires,M,85 a 89,OTRO PAIS,EXTRANJERA,2002
2,Ciudad Autonoma de Buenos Aires,M,90 a 94,ARGENTINA,ARGENTINA,5461
2,Ciudad Autonoma de Buenos Aires,M,90 a 94,OTRO PAIS,ARGENTINA,219
2,Ciudad Autonoma de Buenos Aires,M,90 a 94,OTRO PAIS,EXTRANJERA,954
2,Ciudad Autonoma de Buenos Aires,M,95 a 99,ARGENTINA,ARGENTINA,1448
2,Ciudad Autonoma de Buenos Aires,M,95 a 99,OTRO PAIS,ARGENTINA,86
2,Ciudad Autonoma de Buenos Aires,M,95 a 99,OTRO PAIS,EXTRANJERA,351
2,Ciudad Autonoma de Buenos Aires,X,10 a 14,ARGENTINA,ARGENTINA,2
2,Ciudad Autonoma de Buenos Aires,X,15 a 19,ARGENTINA,ARGENTINA,25
2,Ciudad Autonoma de Buenos Aires,X,15 a 19,OTRO PAIS,ARGENTINA,1
2,Ciudad Autonoma de Buenos Aires,X,20 a 24,ARGENTINA,ARGENTINA,80
2,Ciudad Autonoma de Buenos Aires,X,20 a 24,OTRO PAIS,ARGENTINA,1
2,Ciudad Autonoma de Buenos Aires,X,20 a 24,OTRO PAIS,EXTRANJERA,5
2,Ciudad Autonoma de Buenos Aires,X,25 a 29,ARGENTINA,ARGENTINA,76
2,Ciudad Autonoma de Buenos Aires,X,25 a 29,OTRO PAIS,EXTRANJERA,7
2,Ciudad Autonoma de Buenos Aires,X,30 a 34,ARGENTINA,ARGENTINA,79
2,Ciudad Autonoma de Buenos Aires,X,30 a 34,OTRO PAIS,ARGENTINA,1
2,Ciudad Autonoma de Buenos Aires,X,30 a 34,OTRO PAIS,EXTRANJERA,11
2,Ciudad Autonoma de Buenos Aires,X,35 a 39,ARGENTINA,ARGENTINA,47
2,Ciudad Autonoma de Buenos Aires,X,35 a 39,OTRO PAIS,ARGENTINA,1
2,Ciudad Autonoma de Buenos Aires,X,40 a 44,ARGENTINA,ARGENTINA,19
2,Ciudad Autonoma de Buenos Aires,X,40 a 44,OTRO PAIS,EXTRANJERA,1
2,Ciudad Autonoma de Buenos Aires,X,45 a 49,ARGENTINA,ARGENTINA,12
2,Ciudad Autonoma de Buenos Aires,X,45 a 49,OTRO PAIS,ARGENTINA,1
2,Ciudad Autonoma de Buenos Aires,X,45 a 49,OTRO PAIS,EXTRANJERA,1
2,Ciudad Autonoma de Buenos Aires,X,50 a 54,ARGENTINA,ARGENTINA,7
2,Ciudad Autonoma de Buenos Aires,X,55 a 59,ARGENTINA,ARGENTINA,8
2,Ciudad Autonoma de Buenos Aires,X,60 a 64,ARGENTINA,ARGENTINA,2
2,Ciudad Autonoma de Buenos Aires,X,70 a 74,ARGENTINA,ARGENTINA,1
6,Buenos Aires,F,0 a 4,ARGENTINA,ARGENTINA,367713
6,Buenos Aires,F,0 a 4,OTRO PAIS,ARGENTINA,722
6,Buenos Aires,F,0 a 4,OTRO PAIS,EXTRANJERA,1457
6,Buenos Aires,F,10 a 14,ARGENTINA,ARGENTINA,692686
6,Buenos Aires,F,10 a 14,OTRO PAIS,ARGENTINA,1094
6,Buenos Aires,F,10 a 14,OTRO PAIS,EXTRANJERA,10931
6,Buenos Aires,F,100 y +,ARGENTINA,ARGENTINA,1469
6,Buenos Aires,F,100 y +,OTRO PAIS,ARGENTINA,31
6,Buenos Aires,F,100 y +,OTRO PAIS,EXTRANJERA,304
6,Buenos Aires,F,15 a 19,ARGENTINA,ARGENTINA,675032
6,Buenos Aires,F,15 a 19,OTRO PAIS,ARGENTINA,1796
6,Buenos Aires,F,15 a 19,OTRO PAIS,EXTRANJERA,17336
6,Buenos Aires,F,20 a 24,ARGENTINA,ARGENTINA,641324
6,Buenos Aires,F,20 a 24,OTRO PAIS,ARGENTINA,2057
6,Buenos Aires,F,20 a 24,OTRO PAIS,EXTRANJERA,35701
6,Buenos Aires,F,25 a 29,ARGENTINA,ARGENTINA,627166
6,Buenos Aires,F,25 a 29,OTRO PAIS,ARGENTINA,1292
6,Buenos Aires,F,25 a 29,OTRO PAIS,EXTRANJERA,41676
6,Buenos Aires,F,30 a 34,ARGENTINA,ARGENTINA,622143
6,Buenos Aires,F,30 a 34,OTRO PAIS,ARGENTINA,2028
6,Buenos Aires,F,30 a 34,OTRO PAIS,EXTRANJERA,54532
6,Buenos Aires,F,35 a 39,ARGENTINA,ARGENTINA,601534
6,Buenos Aires,F,35 a 39,OTRO PAIS,ARGENTINA,2521
6,Buenos Aires,F,35 a 39,OTRO PAIS,EXTRANJERA,64439
6,Buenos Aires,F,40 a 44,ARGENTINA,ARGENTINA,562445
6,Buenos Aires,F,40 a 44,OTRO PAIS,ARGENTINA,2703
6,Buenos Aires,F,40 a 44,OTRO PAIS,EXTRANJERA,61146
6,Buenos Aires,F,45 a 49,ARGENTINA,ARGENTINA,575857
6,Buenos Aires,F,45 a 49,OTRO PAIS,ARGENTINA,2768
6,Buenos Aires,F,45 a 49,OTRO PAIS,EXTRANJERA,49511
6,Buenos Aires,F,5 a 9,ARGENTINA,ARGENTINA,568400
6,Buenos Aires,F,5 a 9,OTRO PAIS,ARGENTINA,857
6,Buenos Aires,F,5 a 9,OTRO PAIS,EXTRANJERA,5399
6,Buenos Aires,F,50 a 54,ARGENTINA,ARGENTINA,497267
6,Buenos Aires,F,50 a 54,OTRO PAIS,ARGENTINA,2724
6,Buenos Aires,F,50 a 54,OTRO PAIS,EXTRANJERA,42796
6,Buenos Aires,F,55 a 59,ARGENTINA,ARGENTINA,425274
6,Buenos Aires,F,55 a 59,OTRO PAIS,ARGENTINA,3085
6,Buenos Aires,F,55 a 59,OTRO PAIS,EXTRANJERA,38757
6,Buenos Aires,F,60 a 64,ARGENTINA,ARGENTINA,382535
6,Buenos Aires,F,60 a 64,OTRO PAIS,ARGENTINA,2906
6,Buenos Aires,F,60 a 64,OTRO PAIS,EXTRANJERA,33872
6,Buenos Aires,F,65 a 69,ARGENTINA,ARGENTINA,342601
6,Buenos Aires,F,65 a 69,OTRO PAIS,ARGENTINA,2729
6,Buenos Aires,F,65 a 69,OTRO PAIS,EXTRANJERA,27426
6,Buenos Aires,F,70 a 74,ARGENTINA,ARGENTINA,297733
6,Buenos Aires,F,70 a 74,OTRO PAIS,ARGENTINA,2645
6,Buenos Aires,F,70 a 74,OTRO PAIS,EXTRANJERA,24733
6,Buenos Aires,F,75 a 79,ARGENTINA,ARGENTINA,230002
6,Buenos Aires,F,75 a 79,OTRO PAIS,ARGENTINA,3639
6,Buenos Aires,F,75 a 79,OTRO PAIS,EXTRANJERA,27088
6,Buenos Aires,F,80 a 84,ARGENTINA,ARGENTINA,157350
6,Buenos Aires,F,80 a 84,OTRO PAIS,ARGENTINA,2398
6,Buenos Aires,F,80 a 84,OTRO PAIS,EXTRANJERA,19254
6,Buenos Aires,F,85 a 89,ARGENTINA,ARGENTINA,90675
6,Buenos Aires,F,85 a 89,OTRO PAIS,ARGENTINA,1104
6,Buenos Aires,F,85 a 89,OTRO PAIS,EXTRANJERA,11567
6,Buenos Aires,F,90 a 94,ARGENTINA,ARGENTINA,39352
6,Buenos Aires,F,90 a 94,OTRO PAIS,ARGENTINA,461
6,Buenos Aires,F,90 a 94,OTRO PAIS,EXTRANJERA,5146
6,Buenos Aires,F,95 a 99,ARGENTINA,ARGENTINA,11383
6,Buenos Aires,F,95 a 99,OTRO PAIS,ARGENTINA,143
6,Buenos Aires,F,95 a 99,OTRO PAIS,EXTRANJERA,1687
6,Buenos Aires,M,0 a 4,ARGENTINA,ARGENTINA,384234
6,Buenos Aires,M,0 a 4,OTRO PAIS,ARGENTINA,724
6,Buenos Aires,M,0 a 4,OTRO PAIS,EXTRANJERA,1583
6,Buenos Aires,M,10 a 14,ARGENTINA,ARGENTINA,722925
6,Buenos Aires,M,10 a 14,OTRO PAIS,ARGENTINA,1128
6,Buenos Aires,M,10 a 14,OTRO PAIS,EXTRANJERA,11190
6,Buenos Aires,M,100 y +,ARGENTINA,ARGENTINA,365
6,Buenos Aires,M,100 y +,OTRO PAIS,ARGENTINA,19
6,Buenos Aires,M,100 y +,OTRO PAIS,EXTRANJERA,112
6,Buenos Aires,M,15 a 19,ARGENTINA,ARGENTINA,704549
6,Buenos Aires,M,15 a 19,OTRO PAIS,ARGENTINA,1925
6,Buenos Aires,M,15 a 19,OTRO PAIS,EXTRANJERA,18265
6,Buenos Aires,M,20 a 24,ARGENTINA,ARGENTINA,669688
6,Buenos Aires,M,20 a 24,OTRO PAIS,ARGENTINA,2075
6,Buenos Aires,M,20 a 24,OTRO PAIS,EXTRANJERA,37477
6,Buenos Aires,M,25 a 29,ARGENTINA,ARGENTINA,654203
6,Buenos Aires,M,25 a 29,OTRO PAIS,ARGENTINA,1291
6,Buenos Aires,M,25 a 29,OTRO PAIS,EXTRANJERA,44234
6,Buenos Aires,M,30 a 34,ARGENTINA,ARGENTINA,640109
6,Buenos Aires,M,30 a 34,OTRO PAIS,ARGENTINA,1911
6,Buenos Aires,M,30 a 34,OTRO PAIS,EXTRANJERA,56893
6,Buenos Aires,M,35 a 39,ARGENTINA,ARGENTINA,614484
6,Buenos Aires,M,35 a 39,OTRO PAIS,ARGENTINA,2360
6,Buenos Aires,M,35 a 39,OTRO PAIS,EXTRANJERA,65778
6,Buenos Aires,M,40 a 44,ARGENTINA,ARGENTINA,567901
6,Buenos Aires,M,40 a 44,OTRO PAIS,ARGENTINA,2293
6,Buenos Aires,M,40 a 44,OTRO PAIS,EXTRANJERA,62305
6,Buenos Aires,M,45 a 49,ARGENTINA,ARGENTINA,575104
6,Buenos Aires,M,45 a 49,OTRO PAIS,ARGENTINA,2097
6,Buenos Aires,M,45 a 49,OTRO PAIS,EXTRANJERA,45530
6,Buenos Aires,M,5 a 9,ARGENTINA,ARGENTINA,590981
6,Buenos Aires,M,5 a 9,OTRO PAIS,ARGENTINA,907
6,Buenos Aires,M,5 a 9,OTRO PAIS,EXTRANJERA,5664
6,Buenos Aires,M,50 a 54,ARGENTINA,ARGENTINA,486166
6,Buenos Aires,M,50 a 54,OTRO PAIS,ARGENTINA,1793
6,Buenos Aires,M,50 a 54,OTRO PAIS,EXTRANJERA,37064
6,Buenos Aires,M,55 a 59,ARGENTINA,ARGENTINA,402930
6,Buenos Aires,M,55 a 59,OTRO PAIS,ARGENTINA,2147
6,Buenos Aires,M,55 a 59,OTRO PAIS,EXTRANJERA,32338
6,Buenos Aires,M,60 a 64,ARGENTINA,ARGENTINA,349294
6,Buenos Aires,M,60 a 64,OTRO PAIS,ARGENTINA,1997
6,Buenos Aires,M,60 a 64,OTRO PAIS,EXTRANJERA,26177
6,Buenos Aires,M,65 a 69,ARGENTINA,ARGENTINA,298613
6,Buenos Aires,M,65 a 69,OTRO PAIS,ARGENTINA,1964
6,Buenos Aires,M,65 a 69,OTRO PAIS,EXTRANJERA,20332
6,Buenos Aires,M,70 a 74,ARGENTINA,ARGENTINA,235940
6,Buenos Aires,M,70 a 74,OTRO PAIS,ARGENTINA,1952
6,Buenos Aires,M,70 a 74,OTRO PAIS,EXTRANJERA,17139
6,Buenos Aires,M,75 a 79,ARGENTINA,ARGENTINA,162206
6,Buenos Aires,M,75 a 79,OTRO PAIS,ARGENTINA,2506
6,Buenos Aires,M,75 a 79,OTRO PAIS,EXTRANJERA,19293
6,Buenos Aires,M,80 a 84,ARGENTINA,ARGENTINA,93417
6,Buenos Aires,M,80 a 84,OTRO PAIS,ARGENTINA,1732
6,Buenos Aires,M,80 a 84,OTRO PAIS,EXTRANJERA,12464
6,Buenos Aires,M,85 a 89,ARGENTINA,ARGENTINA,42762
6,Buenos Aires,M,85 a 89,OTRO PAIS,ARGENTINA,887
6,Buenos Aires,M,85 a 89,OTRO PAIS,EXTRANJERA,6201
6,Buenos Aires,M,90 a 94,ARGENTINA,ARGENTINA,14301
6,Buenos Aires,M,90 a 94,OTRO PAIS,ARGENTINA,343
6,Buenos Aires,M,90 a 94,OTRO PAIS,EXTRANJERA,2378
6,Buenos Aires,M,95 a 99,ARGENTINA,ARGENTINA,3224
6,Buenos Aires,M,95 a 99,OTRO PAIS,ARGENTINA,111
6,Buenos Aires,M,95 a 99,OTRO PAIS,EXTRANJERA,669
6,Buenos Aires,X,10 a 14,ARGENTINA,ARGENTINA,5
6,Buenos Aires,X,15 a 19,ARGENTINA,ARGENTINA,80
6,Buenos Aires,X,15 a 19,OTRO PAIS,EXTRANJERA,1
6,Buenos Aires,X,20 a 24,ARGENTINA,ARGENTINA,284
6,Buenos Aires,X,20 a 24,OTRO PAIS,ARGENTINA,2
6,Buenos Aires,X,20 a 24,OTRO PAIS,EXTRANJERA,1
6,Buenos Aires,X,25 a 29,ARGENTINA,ARGENTINA,187
6,Buenos Aires,X,25 a 29,OTRO PAIS,EXTRANJERA,1
6,Buenos Aires,X,30 a 34,ARGENTINA,ARGENTINA,151
6,Buenos Aires,X,30 a 34,OTRO PAIS,EXTRANJERA,1
6,Buenos Aires,X,35 a 39,ARGENTINA,ARGENTINA,102
6,Buenos Aires,X,35 a 39,OTRO PAIS,EXTRANJERA,3
6,Buenos Aires,X,40 a 44,ARGENTINA,ARGENTINA,56
6,Buenos Aires,X,40 a 44,OTRO PAIS,EXTRANJERA,2
6,Buenos Aires,X,45 a 49,ARGENTINA,ARGENTINA,41
6,Buenos Aires,X,50 a 54,ARGENTINA,ARGENTINA,17
6,Buenos Aires,X,50 a 54,OTRO PAIS,ARGENTINA,1
6,Buenos Aires,X,55 a 59,ARGENTINA,ARGENTINA,18
6,Buenos Aires,X,60 a 64,ARGENTINA,ARGENTINA,5
6,Buenos Aires,X,65 a 69,ARGENTINA,ARGENTINA,3
6,Buenos Aires,X,70 a 74,ARGENTINA,ARGENTINA,1
6,Buenos Aires,X,75 a 79,ARGENTINA,ARGENTINA,1
10,Catamarca,F,0 a 4,ARGENTINA,ARGENTINA,9801
10,Catamarca,F,0 a 4,OTRO PAIS,ARGENTINA,3
10,Catamarca,F,0 a 4,OTRO PAIS,EXTRANJERA,6
10,Catamarca,F,10 a 14,ARGENTINA,ARGENTINA,17023
10,Catamarca,F,10 a 14,OTRO PAIS,ARGENTINA,5
10,Catamarca,F,10 a 14,OTRO PAIS,EXTRANJERA,22
10,Catamarca,F,100 y +,ARGENTINA,ARGENTINA,58
10,Catamarca,F,15 a 19,ARGENTINA,ARGENTINA,17231
10,Catamarca,F,15 a 19,OTRO PAIS,ARGENTINA,6
10,Catamarca,F,15 a 19,OTRO PAIS,EXTRANJERA,39
10,Catamarca,F,20 a 24,ARGENTINA,ARGENTINA,17961
10,Catamarca,F,20 a 24,OTRO PAIS,ARGENTINA,7
10,Catamarca,F,20 a 24,OTRO PAIS,EXTRANJERA,38
10,Catamarca,F,25 a 29,ARGENTINA,ARGENTINA,19107
10,Catamarca,F,25 a 29,OTRO PAIS,ARGENTINA,3
10,Catamarca,F,25 a 29,OTRO PAIS,EXTRANJERA,47
10,Catamarca,F,30 a 34,ARGENTINA,ARGENTINA,18641
10,Catamarca,F,30 a 34,OTRO PAIS,ARGENTINA,7
10,Catamarca,F,30 a 34,OTRO PAIS,EXTRANJERA,78
10,Catamarca,F,35 a 39,ARGENTINA,ARGENTINA,16528
10,Catamarca,F,35 a 39,OTRO PAIS,ARGENTINA,10
10,Catamarca,F,35 a 39,OTRO PAIS,EXTRANJERA,90
10,Catamarca,F,40 a 44,ARGENTINA,ARGENTINA,15338
10,Catamarca,F,40 a 44,OTRO PAIS,ARGENTINA,14
10,Catamarca,F,40 a 44,OTRO PAIS,EXTRANJERA,85
10,Catamarca,F,45 a 49,ARGENTINA,ARGENTINA,15480
10,Catamarca,F,45 a 49,OTRO PAIS,ARGENTINA,11
10,Catamarca,F,45 a 49,OTRO PAIS,EXTRANJERA,90
10,Catamarca,F,5 a 9,ARGENTINA,ARGENTINA,14782
10,Catamarca,F,5 a 9,OTRO PAIS,ARGENTINA,3
10,Catamarca,F,5 a 9,OTRO PAIS,EXTRANJERA,18
10,Catamarca,F,50 a 54,ARGENTINA,ARGENTINA,12535
